Amplitdue (cm)															Shallow Depth (cm)						Note: Each column is the distance from the step of each of the 192 spatial data points
-43.429	-42.8	-40.911	-39.338	-40.282	-41.226	-41.226	-41.226	-40.597	-40.282	-44.058	-40.597	-40.911	-40.911	-40.597	-44.06	-43.74	-43.74	-42.17	-42.17	-42.8	
-43.114	-42.485	-40.597	-39.023	-39.967	-40.911	-40.911	-40.911	-40.282	-39.967	-43.744	-40.282	-40.597	-40.597	-40.282	-43.74	-43.43	-43.43	-41.86	-41.86	-42.48	
-42.8	-42.17	-40.282	-38.709	-39.653	-40.597	-40.597	-40.597	-39.967	-39.653	-43.429	-39.967	-40.282	-40.282	-39.967	-43.43	-43.11	-43.11	-41.54	-41.54	-42.17	
-42.485	-41.856	-39.967	-38.394	-39.338	-40.282	-40.282	-40.282	-39.653	-39.338	-43.114	-39.653	-39.967	-39.967	-39.653	-43.11	-42.8	-42.8	-41.23	-41.23	-41.86	
-42.17	-41.541	-39.653	-38.079	-39.023	-39.967	-39.967	-39.967	-39.338	-39.023	-42.8	-39.338	-39.653	-39.653	-39.338	-42.8	-42.48	-42.48	-40.91	-40.91	-41.54	
-41.856	-41.226	-39.338	-37.764	-38.709	-39.653	-39.653	-39.653	-39.023	-38.709	-42.485	-39.023	-39.338	-39.338	-39.023	-42.48	-42.17	-42.17	-40.6	-40.6	-41.23	
-41.541	-40.911	-39.023	-37.45	-38.394	-39.338	-39.338	-39.338	-38.709	-38.394	-42.17	-38.709	-39.023	-39.023	-38.709	-42.17	-41.86	-41.86	-40.28	-40.28	-40.91	
-41.226	-40.597	-38.709	-37.135	-38.079	-39.023	-39.023	-39.023	-38.394	-38.079	-41.856	-38.394	-38.709	-38.709	-38.394	-41.86	-41.54	-41.54	-39.97	-39.97	-40.6	
-40.911	-40.282	-38.394	-36.82	-37.764	-38.709	-38.709	-38.709	-38.079	-37.764	-41.541	-38.079	-38.394	-38.394	-38.079	-41.54	-41.23	-41.23	-39.65	-39.65	-40.28	
-40.597	-39.967	-38.079	-36.506	-37.45	-38.394	-38.394	-38.394	-37.764	-37.45	-41.226	-37.764	-38.079	-38.079	-37.764	-41.23	-40.91	-40.91	-39.34	-39.34	-39.97	
-40.282	-39.653	-37.764	-36.191	-37.135	-38.079	-38.079	-38.079	-37.45	-37.135	-40.911	-37.45	-37.764	-37.764	-37.45	-40.91	-40.6	-40.6	-39.02	-39.02	-39.65	
-39.967	-39.338	-37.45	-35.876	-36.82	-37.764	-37.764	-37.764	-37.135	-36.82	-40.597	-37.135	-37.45	-37.45	-37.135	-40.6	-40.28	-40.28	-38.71	-38.71	-39.34	
-39.653	-39.023	-37.135	-35.561	-36.506	-37.45	-37.45	-37.45	-36.82	-36.506	-40.282	-36.82	-37.135	-37.135	-36.82	-40.28	-39.97	-39.97	-38.39	-38.39	-39.02	
-39.338	-38.709	-36.82	-35.247	-36.191	-37.135	-37.135	-37.135	-36.506	-36.191	-39.967	-36.506	-36.82	-36.82	-36.506	-39.97	-39.65	-39.65	-38.08	-38.08	-38.71	
-39.023	-38.394	-36.506	-34.932	-35.876	-36.82	-36.82	-36.82	-36.191	-35.876	-39.653	-36.191	-36.506	-36.506	-36.191	-39.65	-39.34	-39.34	-37.76	-37.76	-38.39	
-38.709	-38.079	-36.191	-34.617	-35.561	-36.506	-36.506	-36.506	-35.876	-35.561	-39.338	-35.876	-36.191	-36.191	-35.876	-39.34	-39.02	-39.02	-37.45	-37.45	-38.08	
-38.394	-37.764	-35.876	-34.303	-35.247	-36.191	-36.191	-36.191	-35.561	-35.247	-39.023	-35.561	-35.876	-35.876	-35.561	-39.02	-38.71	-38.71	-37.13	-37.13	-37.76	
-38.079	-37.45	-35.561	-33.988	-34.932	-35.876	-35.876	-35.876	-35.247	-34.932	-38.709	-35.247	-35.561	-35.561	-35.247	-38.71	-38.39	-38.39	-36.82	-36.82	-37.45	
-37.764	-37.135	-35.247	-33.673	-34.617	-35.561	-35.561	-35.561	-34.932	-34.617	-38.394	-34.932	-35.247	-35.247	-34.932	-38.39	-38.08	-38.08	-36.51	-36.51	-37.13	
-37.45	-36.82	-34.932	-33.359	-34.303	-35.247	-35.247	-35.247	-34.617	-34.303	-38.079	-34.617	-34.932	-34.932	-34.617	-38.08	-37.76	-37.76	-36.19	-36.19	-36.82	
-37.135	-36.506	-34.617	-33.044	-33.988	-34.932	-34.932	-34.932	-34.303	-33.988	-37.764	-34.303	-34.617	-34.617	-34.303	-37.76	-37.45	-37.45	-35.88	-35.88	-36.51	
-36.82	-36.191	-34.303	-32.729	-33.673	-34.617	-34.617	-34.617	-33.988	-33.673	-37.45	-33.988	-34.303	-34.303	-33.988	-37.45	-37.13	-37.13	-35.56	-35.56	-36.19	
-36.506	-35.876	-33.988	-32.414	-33.359	-34.303	-34.303	-34.303	-33.673	-33.359	-37.135	-33.673	-33.988	-33.988	-33.673	-37.13	-36.82	-36.82	-35.25	-35.25	-35.88	
-36.191	-35.561	-33.673	-32.1	-33.044	-33.988	-33.988	-33.988	-33.359	-33.044	-36.82	-33.359	-33.673	-33.673	-33.359	-36.82	-36.51	-36.51	-34.93	-34.93	-35.56	
-35.876	-35.247	-33.359	-31.785	-32.729	-33.673	-33.673	-33.673	-33.044	-32.729	-36.506	-33.044	-33.359	-33.359	-33.044	-36.51	-36.19	-36.19	-34.62	-34.62	-35.25	
-35.561	-34.932	-33.044	-31.47	-32.414	-33.359	-33.359	-33.359	-32.729	-32.414	-36.191	-32.729	-33.044	-33.044	-32.729	-36.19	-35.88	-35.88	-34.3	-34.3	-34.93	
-35.247	-34.617	-32.729	-31.156	-32.1	-33.044	-33.044	-33.044	-32.414	-32.1	-35.876	-32.414	-32.729	-32.729	-32.414	-35.88	-35.56	-35.56	-33.99	-33.99	-34.62	
-34.932	-34.303	-32.414	-30.841	-31.785	-32.729	-32.729	-32.729	-32.1	-31.785	-35.561	-32.1	-32.414	-32.414	-32.1	-35.56	-35.25	-35.25	-33.67	-33.67	-34.3	
-34.617	-33.988	-32.1	-30.526	-31.47	-32.414	-32.414	-32.414	-31.785	-31.47	-35.247	-31.785	-32.1	-32.1	-31.785	-35.25	-34.93	-34.93	-33.36	-33.36	-33.99	
-34.303	-33.673	-31.785	-30.212	-31.156	-32.1	-32.1	-32.1	-31.47	-31.156	-34.932	-31.47	-31.785	-31.785	-31.47	-34.93	-34.62	-34.62	-33.04	-33.04	-33.67	
-33.988	-33.359	-31.47	-29.897	-30.841	-31.785	-31.785	-31.785	-31.156	-30.841	-34.617	-31.156	-31.47	-31.47	-31.156	-34.62	-34.3	-34.3	-32.73	-32.73	-33.36	
-33.673	-33.044	-31.156	-29.582	-30.526	-31.47	-31.47	-31.47	-30.841	-30.526	-34.303	-30.841	-31.156	-31.156	-30.841	-34.3	-33.99	-33.99	-32.41	-32.41	-33.04	
-33.359	-32.729	-30.841	-29.267	-30.212	-31.156	-31.156	-31.156	-30.526	-30.212	-33.988	-30.526	-30.841	-30.841	-30.526	-33.99	-33.67	-33.67	-32.1	-32.1	-32.73	
-33.044	-32.414	-30.526	-28.953	-29.897	-30.841	-30.841	-30.841	-30.212	-29.897	-33.673	-30.212	-30.526	-30.526	-30.212	-33.67	-33.36	-33.36	-31.79	-31.79	-32.41	
-32.729	-32.1	-30.212	-28.638	-29.582	-30.526	-30.526	-30.526	-29.897	-29.582	-33.359	-29.897	-30.212	-30.212	-29.897	-33.36	-33.04	-33.04	-31.47	-31.47	-32.1	
-32.414	-31.785	-29.897	-28.323	-29.267	-30.212	-30.212	-30.212	-29.582	-29.267	-33.044	-29.582	-29.897	-29.897	-29.582	-33.04	-32.73	-32.73	-31.16	-31.16	-31.79	
-32.1	-31.47	-29.582	-28.009	-28.953	-29.897	-29.897	-29.897	-29.267	-28.953	-32.729	-29.267	-29.582	-29.582	-29.267	-32.73	-32.41	-32.41	-30.84	-30.84	-31.47	
-31.785	-31.156	-29.267	-27.694	-28.638	-29.582	-29.582	-29.582	-28.953	-28.638	-32.414	-28.953	-29.267	-29.267	-28.953	-32.41	-32.1	-32.1	-30.53	-30.53	-31.16	
-31.47	-30.841	-28.953	-27.379	-28.323	-29.267	-29.267	-29.267	-28.638	-28.323	-32.1	-28.638	-28.953	-28.953	-28.638	-32.1	-31.79	-31.79	-30.21	-30.21	-30.84	
-31.156	-30.526	-28.638	-27.065	-28.009	-28.953	-28.953	-28.953	-28.323	-28.009	-31.785	-28.323	-28.638	-28.638	-28.323	-31.79	-31.47	-31.47	-29.9	-29.9	-30.53	
-30.841	-30.212	-28.323	-26.75	-27.694	-28.638	-28.638	-28.638	-28.009	-27.694	-31.47	-28.009	-28.323	-28.323	-28.009	-31.47	-31.16	-31.16	-29.58	-29.58	-30.21	
-30.526	-29.897	-28.009	-26.435	-27.379	-28.323	-28.323	-28.323	-27.694	-27.379	-31.156	-27.694	-28.009	-28.009	-27.694	-31.16	-30.84	-30.84	-29.27	-29.27	-29.9	
-30.212	-29.582	-27.694	-26.12	-27.065	-28.009	-28.009	-28.009	-27.379	-27.065	-30.841	-27.379	-27.694	-27.694	-27.379	-30.84	-30.53	-30.53	-28.95	-28.95	-29.58	
-29.897	-29.267	-27.379	-25.806	-26.75	-27.694	-27.694	-27.694	-27.065	-26.75	-30.526	-27.065	-27.379	-27.379	-27.065	-30.53	-30.21	-30.21	-28.64	-28.64	-29.27	
-29.582	-28.953	-27.065	-25.491	-26.435	-27.379	-27.379	-27.379	-26.75	-26.435	-30.212	-26.75	-27.065	-27.065	-26.75	-30.21	-29.9	-29.9	-28.32	-28.32	-28.95	
-29.267	-28.638	-26.75	-25.176	-26.12	-27.065	-27.065	-27.065	-26.435	-26.12	-29.897	-26.435	-26.75	-26.75	-26.435	-29.9	-29.58	-29.58	-28.01	-28.01	-28.64	
-28.953	-28.323	-26.435	-24.862	-25.806	-26.75	-26.75	-26.75	-26.12	-25.806	-29.582	-26.12	-26.435	-26.435	-26.12	-29.58	-29.27	-29.27	-27.69	-27.69	-28.32	
-28.638	-28.009	-26.12	-24.547	-25.491	-26.435	-26.435	-26.435	-25.806	-25.491	-29.267	-25.806	-26.12	-26.12	-25.806	-29.27	-28.95	-28.95	-27.38	-27.38	-28.01	
-28.323	-27.694	-25.806	-24.232	-25.176	-26.12	-26.12	-26.12	-25.491	-25.176	-28.953	-25.491	-25.806	-25.806	-25.491	-28.95	-28.64	-28.64	-27.06	-27.06	-27.69	
-28.009	-27.379	-25.491	-23.917	-24.862	-25.806	-25.806	-25.806	-25.176	-24.862	-28.638	-25.176	-25.491	-25.491	-25.176	-28.64	-28.32	-28.32	-26.75	-26.75	-27.38	
-27.694	-27.065	-25.176	-23.603	-24.547	-25.491	-25.491	-25.491	-24.862	-24.547	-28.323	-24.862	-25.176	-25.176	-24.862	-28.32	-28.01	-28.01	-26.44	-26.44	-27.06	
-27.379	-26.75	-24.862	-23.288	-24.232	-25.176	-25.176	-25.176	-24.547	-24.232	-28.009	-24.547	-24.862	-24.862	-24.547	-28.01	-27.69	-27.69	-26.12	-26.12	-26.75	
-27.065	-26.435	-24.547	-22.973	-23.917	-24.862	-24.862	-24.862	-24.232	-23.917	-27.694	-24.232	-24.547	-24.547	-24.232	-27.69	-27.38	-27.38	-25.81	-25.81	-26.44	
-26.75	-26.12	-24.232	-22.659	-23.603	-24.547	-24.547	-24.547	-23.917	-23.603	-27.379	-23.917	-24.232	-24.232	-23.917	-27.38	-27.06	-27.06	-25.49	-25.49	-26.12	
-26.435	-25.806	-23.917	-22.344	-23.288	-24.232	-24.232	-24.232	-23.603	-23.288	-27.065	-23.603	-23.917	-23.917	-23.603	-27.06	-26.75	-26.75	-25.18	-25.18	-25.81	
-26.12	-25.491	-23.603	-22.029	-22.973	-23.917	-23.917	-23.917	-23.288	-22.973	-26.75	-23.288	-23.603	-23.603	-23.288	-26.75	-26.44	-26.44	-24.86	-24.86	-25.49	
-25.806	-25.176	-23.288	-21.715	-22.659	-23.603	-23.603	-23.603	-22.973	-22.659	-26.435	-22.973	-23.288	-23.288	-22.973	-26.44	-26.12	-26.12	-24.55	-24.55	-25.18	
-25.491	-24.862	-22.973	-21.4	-22.344	-23.288	-23.288	-23.288	-22.659	-22.344	-26.12	-22.659	-22.973	-22.973	-22.659	-26.12	-25.81	-25.81	-24.23	-24.23	-24.86	
-25.176	-24.547	-22.659	-21.085	-22.029	-22.973	-22.973	-22.973	-22.344	-22.029	-25.806	-22.344	-22.659	-22.659	-22.344	-25.81	-25.49	-25.49	-23.92	-23.92	-24.55	
-24.862	-24.232	-22.344	-20.77	-21.715	-22.659	-22.659	-22.659	-22.029	-21.715	-25.491	-22.029	-22.344	-22.344	-22.029	-25.49	-25.18	-25.18	-23.6	-23.6	-24.23	
-24.547	-23.917	-22.029	-20.456	-21.4	-22.344	-22.344	-22.344	-21.715	-21.4	-25.176	-21.715	-22.029	-22.029	-21.715	-25.18	-24.86	-24.86	-23.29	-23.29	-23.92	
-24.232	-23.603	-21.715	-20.141	-21.085	-22.029	-22.029	-22.029	-21.4	-21.085	-24.862	-21.4	-21.715	-21.715	-21.4	-24.86	-24.55	-24.55	-22.97	-22.97	-23.6	
-23.917	-23.288	-21.4	-19.826	-20.77	-21.715	-21.715	-21.715	-21.085	-20.77	-24.547	-21.085	-21.4	-21.4	-21.085	-24.55	-24.23	-24.23	-22.66	-22.66	-23.29	
-23.603	-22.973	-21.085	-19.512	-20.456	-21.4	-21.4	-21.4	-20.77	-20.456	-24.232	-20.77	-21.085	-21.085	-20.77	-24.23	-23.92	-23.92	-22.34	-22.34	-22.97	
-23.288	-22.659	-20.77	-19.197	-20.141	-21.085	-21.085	-21.085	-20.456	-20.141	-23.917	-20.456	-20.77	-20.77	-20.456	-23.92	-23.6	-23.6	-22.03	-22.03	-22.66	
-22.973	-22.344	-20.456	-18.882	-19.826	-20.77	-20.77	-20.77	-20.141	-19.826	-23.603	-20.141	-20.456	-20.456	-20.141	-23.6	-23.29	-23.29	-21.71	-21.71	-22.34	
-22.659	-22.029	-20.141	-18.568	-19.512	-20.456	-20.456	-20.456	-19.826	-19.512	-23.288	-19.826	-20.141	-20.141	-19.826	-23.29	-22.97	-22.97	-21.4	-21.4	-22.03	
-22.344	-21.715	-19.826	-18.253	-19.197	-20.141	-20.141	-20.141	-19.512	-19.197	-22.973	-19.512	-19.826	-19.826	-19.512	-22.97	-22.66	-22.66	-21.09	-21.09	-21.71	
-22.029	-21.4	-19.512	-17.938	-18.882	-19.826	-19.826	-19.826	-19.197	-18.882	-22.659	-19.197	-19.512	-19.512	-19.197	-22.66	-22.34	-22.34	-20.77	-20.77	-21.4	
-21.715	-21.085	-19.197	-17.623	-18.568	-19.512	-19.512	-19.512	-18.882	-18.568	-22.344	-18.882	-19.197	-19.197	-18.882	-22.34	-22.03	-22.03	-20.46	-20.46	-21.09	
-21.4	-20.77	-18.882	-17.309	-18.253	-19.197	-19.197	-19.197	-18.568	-18.253	-22.029	-18.568	-18.882	-18.882	-18.568	-22.03	-21.71	-21.71	-20.14	-20.14	-20.77	
-21.085	-20.456	-18.568	-16.994	-17.938	-18.882	-18.882	-18.882	-18.253	-17.938	-21.715	-18.253	-18.568	-18.568	-18.253	-21.71	-21.4	-21.4	-19.83	-19.83	-20.46	
-20.77	-20.141	-18.253	-16.679	-17.623	-18.568	-18.568	-18.568	-17.938	-17.623	-21.4	-17.938	-18.253	-18.253	-17.938	-21.4	-21.09	-21.09	-19.51	-19.51	-20.14	
-20.456	-19.826	-17.938	-16.365	-17.309	-18.253	-18.253	-18.253	-17.623	-17.309	-21.085	-17.623	-17.938	-17.938	-17.623	-21.09	-20.77	-20.77	-19.2	-19.2	-19.83	
-20.141	-19.512	-17.623	-16.05	-16.994	-17.938	-17.938	-17.938	-17.309	-16.994	-20.77	-17.309	-17.623	-17.623	-17.309	-20.77	-20.46	-20.46	-18.88	-18.88	-19.51	
-19.826	-19.197	-17.309	-15.735	-16.679	-17.623	-17.623	-17.623	-16.994	-16.679	-20.456	-16.994	-17.309	-17.309	-16.994	-20.46	-20.14	-20.14	-18.57	-18.57	-19.2	
-19.512	-18.882	-16.994	-15.42	-16.365	-17.309	-17.309	-17.309	-16.679	-16.365	-20.141	-16.679	-16.994	-16.994	-16.679	-20.14	-19.83	-19.83	-18.25	-18.25	-18.88	
-19.197	-18.568	-16.679	-15.106	-16.05	-16.994	-16.994	-16.994	-16.365	-16.05	-19.826	-16.365	-16.679	-16.679	-16.365	-19.83	-19.51	-19.51	-17.94	-17.94	-18.57	
-18.882	-18.253	-16.365	-14.791	-15.735	-16.679	-16.679	-16.679	-16.05	-15.735	-19.512	-16.05	-16.365	-16.365	-16.05	-19.51	-19.2	-19.2	-17.62	-17.62	-18.25	
-18.568	-17.938	-16.05	-14.476	-15.42	-16.365	-16.365	-16.365	-15.735	-15.42	-19.197	-15.735	-16.05	-16.05	-15.735	-19.2	-18.88	-18.88	-17.31	-17.31	-17.94	
-18.253	-17.623	-15.735	-14.162	-15.106	-16.05	-16.05	-16.05	-15.42	-15.106	-18.882	-15.42	-15.735	-15.735	-15.42	-18.88	-18.57	-18.57	-16.99	-16.99	-17.62	
-17.938	-17.309	-15.42	-13.847	-14.791	-15.735	-15.735	-15.735	-15.106	-14.791	-18.568	-15.106	-15.42	-15.42	-15.106	-18.57	-18.25	-18.25	-16.68	-16.68	-17.31	
-17.623	-16.994	-15.106	-13.532	-14.476	-15.42	-15.42	-15.42	-14.791	-14.476	-18.253	-14.791	-15.106	-15.106	-14.791	-18.25	-17.94	-17.94	-16.36	-16.36	-16.99	
-17.309	-16.679	-14.791	-13.218	-14.162	-15.106	-15.106	-15.106	-14.476	-14.162	-17.938	-14.476	-14.791	-14.791	-14.476	-17.94	-17.62	-17.62	-16.05	-16.05	-16.68	
-16.994	-16.365	-14.476	-12.903	-13.847	-14.791	-14.791	-14.791	-14.162	-13.847	-17.623	-14.162	-14.476	-14.476	-14.162	-17.62	-17.31	-17.31	-15.74	-15.74	-16.36	
-16.679	-16.05	-14.162	-12.588	-13.532	-14.476	-14.476	-14.476	-13.847	-13.532	-17.309	-13.847	-14.162	-14.162	-13.847	-17.31	-16.99	-16.99	-15.42	-15.42	-16.05	
-16.365	-15.735	-13.847	-12.273	-13.218	-14.162	-14.162	-14.162	-13.532	-13.218	-16.994	-13.532	-13.847	-13.847	-13.532	-16.99	-16.68	-16.68	-15.11	-15.11	-15.74	
-16.05	-15.42	-13.532	-11.959	-12.903	-13.847	-13.847	-13.847	-13.218	-12.903	-16.679	-13.218	-13.532	-13.532	-13.218	-16.68	-16.36	-16.36	-14.79	-14.79	-15.42	
-15.735	-15.106	-13.218	-11.644	-12.588	-13.532	-13.532	-13.532	-12.903	-12.588	-16.365	-12.903	-13.218	-13.218	-12.903	-16.36	-16.05	-16.05	-14.48	-14.48	-15.11	
-15.42	-14.791	-12.903	-11.329	-12.273	-13.218	-13.218	-13.218	-12.588	-12.273	-16.05	-12.588	-12.903	-12.903	-12.588	-16.05	-15.74	-15.74	-14.16	-14.16	-14.79	
-15.106	-14.476	-12.588	-11.015	-11.959	-12.903	-12.903	-12.903	-12.273	-11.959	-15.735	-12.273	-12.588	-12.588	-12.273	-15.74	-15.42	-15.42	-13.85	-13.85	-14.48	
-14.791	-14.162	-12.273	-10.7	-11.644	-12.588	-12.588	-12.588	-11.959	-11.644	-15.42	-11.959	-12.273	-12.273	-11.959	-15.42	-15.11	-15.11	-13.53	-13.53	-14.16	
-14.476	-13.847	-11.959	-10.385	-11.329	-12.273	-12.273	-12.273	-11.644	-11.329	-15.106	-11.644	-11.959	-11.959	-11.644	-15.11	-14.79	-14.79	-13.22	-13.22	-13.85	
-14.162	-13.532	-11.644	-10.071	-11.015	-11.959	-11.959	-11.959	-11.329	-11.015	-14.791	-11.329	-11.644	-11.644	-11.329	-14.79	-14.48	-14.48	-12.9	-12.9	-13.53	
-13.847	-13.218	-11.329	-9.756	-10.7	-11.644	-11.644	-11.644	-11.015	-10.7	-14.476	-11.015	-11.329	-11.329	-11.015	-14.48	-14.16	-14.16	-12.59	-12.59	-13.22	
-13.532	-12.903	-11.015	-9.441	-10.385	-11.329	-11.329	-11.329	-10.7	-10.385	-14.162	-10.7	-11.015	-11.015	-10.7	-14.16	-13.85	-13.85	-12.27	-12.27	-12.9	
-13.218	-12.588	-10.7	-9.126	-10.071	-11.015	-11.015	-11.015	-10.385	-10.071	-13.847	-10.385	-10.7	-10.7	-10.385	-13.85	-13.53	-13.53	-11.96	-11.96	-12.59	
-12.903	-12.273	-10.385	-8.812	-9.756	-10.7	-10.7	-10.7	-10.071	-9.756	-13.532	-10.071	-10.385	-10.385	-10.071	-13.53	-13.22	-13.22	-11.64	-11.64	-12.27	
-12.588	-11.959	-10.071	-8.497	-9.441	-10.385	-10.385	-10.385	-9.756	-9.441	-13.218	-9.756	-10.071	-10.071	-9.756	-13.22	-12.9	-12.9	-11.33	-11.33	-11.96	
-12.273	-11.644	-9.756	-8.182	-9.126	-10.071	-10.071	-10.071	-9.441	-9.126	-12.903	-9.441	-9.756	-9.756	-9.441	-12.9	-12.59	-12.59	-11.01	-11.01	-11.64	
-11.959	-11.329	-9.441	-7.868	-8.812	-9.756	-9.756	-9.756	-9.126	-8.812	-12.588	-9.126	-9.441	-9.441	-9.126	-12.59	-12.27	-12.27	-10.7	-10.7	-11.33	
-11.644	-11.015	-9.126	-7.553	-8.497	-9.441	-9.441	-9.441	-8.812	-8.497	-12.273	-8.812	-9.126	-9.126	-8.812	-12.27	-11.96	-11.96	-10.39	-10.39	-11.01	
-11.329	-10.7	-8.812	-7.238	-8.182	-9.126	-9.126	-9.126	-8.497	-8.182	-11.959	-8.497	-8.812	-8.812	-8.497	-11.96	-11.64	-11.64	-10.07	-10.07	-10.7	
-11.015	-10.385	-8.497	-6.924	-7.868	-8.812	-8.812	-8.812	-8.182	-7.868	-11.644	-8.182	-8.497	-8.497	-8.182	-11.64	-11.33	-11.33	-9.76	-9.76	-10.39	
-10.7	-10.071	-8.182	-6.609	-7.553	-8.497	-8.497	-8.497	-7.868	-7.553	-11.329	-7.868	-8.182	-8.182	-7.868	-11.33	-11.01	-11.01	-9.44	-9.44	-10.07	
-10.385	-9.756	-7.868	-6.294	-7.238	-8.182	-8.182	-8.182	-7.553	-7.238	-11.015	-7.553	-7.868	-7.868	-7.553	-11.01	-10.7	-10.7	-9.13	-9.13	-9.76	
-10.071	-9.441	-7.553	-5.979	-6.924	-7.868	-7.868	-7.868	-7.238	-6.924	-10.7	-7.238	-7.553	-7.553	-7.238	-10.7	-10.39	-10.39	-8.81	-8.81	-9.44	
-9.756	-9.126	-7.238	-5.665	-6.609	-7.553	-7.553	-7.553	-6.924	-6.609	-10.385	-6.924	-7.238	-7.238	-6.924	-10.39	-10.07	-10.07	-8.5	-8.5	-9.13	
