#	Amplitdue (cm)															Shallow Depth (cm)							"Special Amp Run, 10 cm right of step"
# Time	3.81	3.56	3.3	3.05	2.79	2.54	2.29	2.03	1.78	1.52	1.27	1.02	0.76	0.51	0.25	5.3	4.688	4.075	3.463	2.85	2.238	12.5	2.79
0.3333	-0.1425	-0.0748	-0.0175	-0.0968	-0.0243	0.1192	0.1734	0.0014	-0.0769	0.0455	-0.0871	0.0068	0.017	0.0019	0.0147	-0.0379	0.1972	0.1031	-0.0822	-0.0451	0.1224	0.119	-0.0385
0.35	-0.1299	-0.0953	-0.0203	-0.0597	-0.1347	0.0541	0.1619	-0.0104	-0.089	0.0312	-0.0807	-0.0164	0.0084	0.0069	0.0096	-0.0119	0.1479	0.1212	-0.0701	-0.0498	0.1814	0.1374	-0.0389
0.3667	-0.1444	-0.1155	-0.0465	-0.0192	-0.2273	-0.0086	0.1277	-0.0175	-0.0887	0.0502	-0.0796	-0.0092	-0.0033	0.024	0.0382	0.0023	0.1317	0.1426	-0.0681	-0.0546	0.2572	0.1611	-0.0223
0.3833	-0.1426	-0.0865	-0.0496	0.0237	-0.2508	-0.1027	0.0866	-0.0043	-0.0813	0.0711	-0.0829	-0.0285	-0.0028	0.0191	0.0412	0.0221	0.1121	0.1353	-0.0504	-0.0435	0.0619	0.2166	-0.0002
0.4	-0.1122	-0.0754	-0.0506	0.0835	-0.2612	-0.1922	0.0396	-0.013	-0.076	0.0528	-0.0569	-0.0381	-0.0087	0.0247	0.0141	0.0293	0.0441	0.1227	-0.0267	-0.0334	-0.1089	0.2497	0.0177
0.4167	-0.1055	-0.0582	-0.0281	0.1318	-0.26	-0.2081	-0.0185	-0.0396	-0.0632	0.0521	-0.0497	-0.0199	-0.0241	0.024	0.0202	0.0328	-0.004	0.1188	-0.013	-0.0206	-0.1609	0.2431	0.0222
0.4333	-0.0908	-0.018	-0.0499	0.1707	-0.2443	-0.2175	-0.0808	-0.0696	-0.0582	0.047	-0.0465	-0.041	-0.0323	0.0005	0.0279	0.0348	-0.0368	0.1195	0.0032	-0.0017	-0.2159	0.2373	0.0145
0.45	-0.0617	0.011	-0.049	0.2078	-0.2076	-0.2149	-0.1262	-0.0789	-0.0443	0.0097	-0.0249	-0.0449	-0.022	0.0183	0.0234	0.0268	-0.0731	0.1114	0.0187	0.0225	-0.2057	0.2271	0.0202
0.4667	-0.0317	0.0389	-0.0038	0.2347	-0.1609	-0.1837	-0.1232	-0.0867	-0.0201	-0.0109	-0.0136	-0.0339	-0.0368	0.0169	0.0107	0.0373	-0.1097	0.0668	0.026	0.0439	-0.1763	0.1881	0.0124
0.4833	0.0005	0.0617	-0.0002	0.2321	-0.1166	-0.1626	-0.1145	-0.0941	-0.0357	-0.0557	-0.007	-0.0442	-0.0404	-0.008	0.0026	0.0309	-0.1465	0.0188	0.0445	0.0544	-0.1462	0.1482	0.0007
