Time (s),3.81,3.5559999999999996,3.302,3.048,2.7940000000000005,2.54,2.286,2.032,1.7779999999999998,1.524,1.27,1.016,0.762,0.508,0.254
0.0,1929.6599,1220.3047,1058.4048,960.4391,817.0721,611.9977,518.5205,428.3883,327.2089,232.5771,162.886,97.1467,56.5698,25.1669,24.6878
0.0167,1848.4956,1174.3901,1019.8975,925.9808,788.7146,592.1789,502.2865,415.4503,317.8016,226.2458,158.5673,94.5576,55.0439,24.473,24.0029
0.0333,1641.8657,1051.5167,914.5439,832.2387,710.7072,537.3173,456.8925,378.9026,291.2448,208.4538,146.7228,87.8703,51.2585,22.861,22.3619
0.05,1341.3173,867.2175,756.3414,690.7342,592.4872,453.2188,387.087,322.3129,249.8184,180.48,127.9941,77.2314,45.2178,20.2911,19.8353
0.0667,985.7215,644.2127,563.9945,517.7829,447.1852,348.467,299.6712,251.0043,197.061,144.4494,103.6343,63.3319,37.2659,16.8759,16.5049
0.0833,612.5495,405.0773,356.6431,330.1341,288.4739,232.289,202.1046,170.8601,137.0469,102.9065,75.1798,46.9266,27.8502,12.7986,12.5246
0.1,252.1373,169.395,151.1147,142.8678,128.7918,113.4201,101.5699,87.6431,73.8764,58.5311,44.3669,28.9123,17.4477,8.2534,8.0901
0.1167,-73.5975,-47.9615,-39.6262,-32.2095,-21.7644,-0.6171,4.2891,6.477,11.3424,13.8898,12.8899,10.2065,6.5792,3.456,3.4147
0.1333,-351.1656,-237.2406,-206.6433,-186.7021,-155.8198,-104.0656,-84.7917,-68.4763,-47.3667,-28.7319,-17.6744,-8.2855,-4.2423,-1.3645,-1.2853
0.15,-574.7717,-393.1481,-345.0033,-315.6531,-268.8259,-193.008,-162.2167,-134.1622,-99.7755,-67.4792,-45.9752,-25.7198,-14.5184,-6.005,-5.8036
0.1667,-744.6109,-514.4222,-453.1128,-417.1422,-358.7271,-265.3629,-225.9541,-188.7197,-144.1785,-100.9643,-70.8943,-41.3716,-23.8166,-10.2621,-9.9467
0.1833,-864.5551,-602.6015,-531.9207,-491.5614,-425.463,-320.5593,-275.202,-231.3166,-179.6085,-128.2722,-91.6068,-54.643,-31.7733,-13.9654,-13.5517
0.2,-941.0624,-660.8889,-584.02,-540.7917,-470.3436,-359.1542,-310.1178,-261.8695,-205.6769,-148.8939,-107.5643,-65.0892,-38.1105,-16.9722,-16.4787
0.2167,-981.1668,-693.0929,-612.691,-567.5964,-495.4635,-382.3449,-331.4686,-280.8631,-222.4328,-162.669,-118.4685,-72.4255,-42.629,-19.1821,-18.6322
0.2333,-991.4003,-702.9232,-621.2252,-574.97,-503.1076,-391.6452,-340.359,-289.0593,-230.2418,-169.6813,-124.2351,-76.5096,-45.2215,-20.5272,-19.9507
0.25,-977.0545,-693.3694,-612.3559,-565.5169,-495.4244,-388.5197,-337.9627,-287.3496,-229.6454,-170.1991,-124.9563,-77.3277,-45.8718,-20.984,-20.4042
0.2667,-941.6346,-666.5579,-588.0542,-541.3729,-474.1953,-374.2433,-325.3609,-276.587,-221.2524,-164.6153,-120.8936,-75.0155,-44.6315,-20.567,-20.0157
0.2833,-887.3442,-623.7246,-549.5321,-504.0113,-440.6784,-349.7454,-303.4574,-257.5427,-205.7251,-153.3892,-112.4145,-69.8052,-41.6344,-19.3264,-18.8263
0.3,-815.3344,-565.4566,-497.2774,-454.2338,-395.6746,-315.7257,-272.9623,-230.8915,-183.7312,-137.0718,-99.9901,-62.0256,-37.0766,-17.351,-16.9199
0.3167,-725.942,-492.0909,-431.5012,-392.5124,-339.7782,-272.7241,-234.5403,-197.2777,-155.9761,-116.287,-84.1982,-52.0889,-31.212,-14.7488,-14.4046
0.3333,-618.677,-404.0483,-352.582,-319.2682,-273.6226,-221.3989,-188.9528,-157.4704,-123.3041,-91.7595,-65.6955,-40.4795,-24.3284,-11.6604,-11.4098
0.35,-493.2812,-302.2852,-261.3915,-235.3579,-198.2141,-162.6635,-137.1802,-112.4619,-86.7191,-64.3761,-45.25,-27.7286,-16.763,-8.2336,-8.0822
0.3667,-350.3855,-188.6894,-159.8033,-142.3596,-115.239,-97.9585,-80.5959,-63.5868,-47.4582,-35.1623,-23.7002,-14.4155,-8.8579,-4.6316,-4.5748
0.3833,-192.1406,-66.4507,-50.8509,-42.9539,-27.3421,-29.2689,-21.0761,-12.5563,-7.0037,-5.306,-1.965,-1.112,-0.9663,-1.0124,-1.0519
0.4,-22.8701,59.9278,61.1399,59.1048,62.0469,40.6761,39.0148,38.5096,32.9175,23.8904,19.0113,11.5954,6.5624,2.456,2.3354
0.4167,151.2098,184.3378,170.7341,159.057,148.6402,108.6716,96.8539,87.1928,70.4269,51.0585,38.277,23.1571,13.4234,5.6409,5.4365
0.4333,321.264,299.819,271.8026,251.407,227.7356,171.0856,149.3443,130.9018,103.6057,74.8643,54.9518,33.0936,19.3179,8.4044,8.1288
0.45,476.9657,399.2126,358.1957,330.4723,294.5096,224.2183,193.435,167.1298,130.6913,94.127,68.2814,40.9996,24.0304,10.6445,10.3143
0.4667,607.6743,475.8939,424.2197,390.9606,344.4469,264.7133,226.3917,193.6621,150.1965,107.9181,77.6953,46.5776,27.397,12.2926,11.9188
0.4833,702.9573,524.8242,465.3696,428.4281,373.9926,289.9065,246.1525,208.9602,161.1448,115.6489,82.869,49.6858,29.3264,13.303,12.9008
0.5,756.1953,542.899,478.8794,440.3457,381.2331,298.1859,251.6367,212.3011,163.155,117.1432,83.7352,50.2952,29.8136,13.6702,13.2532
0.5167,765.0962,529.9133,464.669,426.5101,366.3663,289.5012,243.0297,203.9612,156.5298,112.6545,80.4947,48.5341,28.9255,13.4151,13.0057
0.5333,730.363,487.908,425.2584,389.3661,331.5307,265.2449,221.6539,185.1763,142.2384,102.8441,73.601,44.6514,26.7992,12.5942,12.2066
0.55,657.5123,421.4306,365.1129,333.1238,280.6673,228.1752,189.8919,157.9791,121.7849,88.7206,63.7117,39.0164,23.6325,11.2853,10.937
0.5667,554.7103,337.3487,290.2379,263.4551,218.8192,181.845,150.818,124.924,97.0192,71.4866,51.6395,32.0566,19.6635,9.5894,9.2989
0.5833,431.8999,243.0792,207.3108,186.5684,151.5239,130.3654,107.7731,88.7748,69.9288,52.4847,38.2456,24.2464,15.1676,7.6178,7.4005
0.6,298.3009,146.1701,122.8638,108.585,84.0105,77.736,64.0635,52.2144,42.4281,33.0273,24.4141,16.0733,10.4129,5.4855,5.3506
0.6167,163.0934,53.2743,42.4765,34.6983,20.8509,27.4955,22.5891,17.5819,16.2277,14.2865,10.9474,7.9849,5.6517,3.3103,3.2593
0.6333,35.0832,-30.1587,-29.2631,-30.9208,-34.5563,-17.4582,-14.3428,-13.2531,-7.3103,-2.7603,-1.4486,0.3999,1.1327,1.1987,1.2351
0.65,-78.7189,-100.4733,-89.246,-85.5376,-79.9715,-55.1598,-45.1447,-39.0286,-27.223,-17.394,-12.2476,-6.3409,-2.9472,-0.7588,-0.6372
0.6667,-173.3397,-155.4552,-135.819,-127.6165,-114.2973,-84.4984,-68.9725,-59.0416,-42.9498,-29.1482,-21.0889,-11.9969,-6.4308,-2.4807,-2.2806
0.6833,-246.0966,-194.4242,-168.5779,-156.7583,-137.4425,-105.1759,-85.6256,-73.1419,-54.307,-37.8353,-27.7754,-16.3907,-9.2141,-3.912,-3.6456
0.7,-296.1011,-217.9077,-188.0557,-173.5702,-150.1098,-117.5221,-95.47,-81.609,-61.4385,-43.4877,-32.2595,-19.457,-11.2327,-5.0136,-4.6995
0.7167,-323.5474,-227.3643,-195.6381,-179.3234,-153.524,-122.3977,-99.2298,-85.027,-64.7064,-46.3129,-34.6437,-21.2094,-12.4907,-5.7674,-5.4228
0.7333,-330.348,-224.7179,-193.1314,-175.7263,-149.2296,-120.9177,-97.871,-84.1481,-64.6395,-46.6231,-35.1181,-21.7265,-13.0116,-6.1792,-5.8218
0.75,-319.5163,-212.2217,-182.5672,-164.6906,-138.8943,-114.4048,-92.4673,-79.8306,-61.8274,-44.8323,-33.9371,-21.1369,-12.8629,-6.2669,-5.9187
0.7667,-294.9765,-192.2128,-165.9612,-148.1971,-124.1827,-104.1308,-84.0774,-72.8907,-56.8856,-41.3677,-31.4097,-19.6264,-12.1427,-6.0623,-5.7408
0.7833,-259.7942,-166.8619,-145.0711,-128.1294,-106.6174,-91.2812,-73.652,-64.1098,-50.3868,-36.6423,-27.8491,-17.4051,-10.9618,-5.6154,-5.3257
0.8,-217.8933,-138.287,-121.5267,-106.1125,-87.4816,-76.8306,-61.9868,-54.1597,-42.8723,-31.0688,-23.5608,-14.6831,-9.4371,-4.9697,-4.7279
0.8167,-172.5724,-108.2021,-96.6902,-83.5853,-67.8656,-61.608,-49.7573,-43.6033,-34.8002,-25.0135,-18.8527,-11.6668,-7.6928,-4.1823,-3.9991
0.8333,-126.4085,-78.174,-71.6446,-61.6095,-48.6206,-46.2808,-37.51,-32.923,-26.5766,-18.8169,-13.9878,-8.5496,-5.843,-3.3111,-3.1851
0.85,-81.5515,-49.3059,-47.3155,-40.9132,-30.3733,-31.356,-25.6626,-22.4979,-18.5498,-12.7655,-9.2015,-5.5061,-4.0014,-2.4056,-2.335
0.8667,-40.1563,-22.4715,-24.3263,-21.9056,-13.5066,-17.225,-14.5315,-12.6669,-10.9899,-7.1016,-4.7153,-2.6874,-2.2436,-1.5156,-1.4996
0.8833,-3.3339,1.8319,-3.2746,-4.7789,1.6378,-4.2134,-4.3748,-3.7054,-4.1277,-2.0217,-0.69,-0.1908,-0.6534,-0.6785,-0.7153
0.9,27.7347,23.194,15.4866,10.4061,14.7878,7.423,4.5737,4.1699,1.8679,2.326,2.7462,1.8978,0.7186,0.0667,-0.0184
0.9167,53.0772,41.0862,31.6253,23.5511,25.6644,17.4091,12.1281,10.7629,6.867,5.8323,5.5069,3.5268,1.8293,0.6998,0.5691
0.9333,72.5019,54.852,44.6741,34.3889,34.1007,25.5268,18.1251,15.9598,10.7946,8.4414,7.5445,4.6708,2.6618,1.2053,1.0343
0.95,85.9824,63.8566,54.1099,42.6621,39.8349,31.5199,22.4365,19.69,13.6029,10.1571,8.8517,5.3467,3.2167,1.5698,1.3721
0.9667,93.396,67.6779,59.4374,48.0419,42.7529,35.2032,24.9686,21.9244,15.2939,11.0164,9.4621,5.5782,3.5082,1.8058,1.5869
0.9833,94.7402,66.4162,60.4867,50.3325,42.8115,36.49,25.7216,22.7056,15.9185,11.094,9.4408,5.4182,3.553,1.9123,1.6858
1.0,90.5567,60.7361,57.5443,49.5467,40.2407,35.5166,24.7915,22.149,15.5813,10.5041,8.8752,4.9388,3.3946,1.905,1.6805
1.0167,81.7799,51.707,51.2941,45.993,35.4594,32.5563,22.4191,20.4492,14.4405,9.3919,7.8743,4.2137,3.0808,1.8093,1.5879
1.0333,68.883,40.7853,42.7341,40.2008,28.9311,28.0291,18.9433,17.8883,12.6919,7.9145,6.5745,3.3383,2.6419,1.6364,1.4321
1.05,52.3868,29.1201,32.89,32.8385,21.3788,22.4481,14.758,14.7918,10.5676,6.2441,5.0933,2.383,2.1394,1.4157,1.2406
1.0667,32.6439,17.7964,22.6834,24.5735,13.4675,16.3023,10.2687,11.4703,8.2991,4.5594,3.5687,1.4477,1.6189,1.173,1.0343
1.0833,10.322,7.4775,12.7772,15.9479,5.7295,10.0667,5.8469,8.1743,6.1127,3.0117,2.113,0.5937,1.1221,0.9234,0.8305
1.1,-13.8263,-1.7621,3.5882,7.3531,-1.4408,4.1372,1.811,5.1481,4.1734,1.724,0.8445,-0.1053,0.6867,0.6844,0.6428
1.1167,-37.2928,-9.9673,-4.8016,-0.8899,-7.7148,-1.1575,-1.619,2.5178,2.6078,0.7956,-0.1617,-0.6276,0.3447,0.4758,0.4826
1.1333,-58.6418,-17.37,-12.4418,-8.5157,-12.8707,-5.5829,-4.2616,0.4271,1.4932,0.2673,-0.8415,-0.9212,0.1079,0.3095,0.3674
1.15,-76.3714,-23.963,-19.3105,-15.2838,-16.787,-8.9339,-5.9695,-1.0828,0.8441,0.1505,-1.1787,-0.992,-0.0062,0.1884,0.292
1.1667,-89.6106,-29.5119,-25.3976,-20.9555,-19.377,-11.1559,-6.7142,-2.0225,0.6561,0.4016,-1.1703,-0.8288,-0.007,0.1099,0.2557
