Time (s),3.81,3.5559999999999996,3.302,3.048,2.7940000000000005,2.54,2.286,2.032,1.7779999999999998,1.524,1.27,1.016,0.762,0.508,0.254
0.0,2499.5833,1294.6357,1106.928,977.6902,813.967,625.5178,518.1783,427.0172,333.3335,233.5019,166.1348,100.1401,52.9056,23.6321,23.4685
0.0167,2437.3535,1263.0938,1080.1239,954.1215,794.4131,610.8759,505.9592,416.9489,325.4362,227.9472,162.1258,97.5964,51.4543,22.9102,22.8579
0.0333,2261.6814,1173.621,1002.801,886.005,737.9233,568.4807,470.6025,387.865,302.7214,212.2022,150.9312,90.8925,47.8852,21.361,21.3508
0.05,1983.2678,1030.8621,879.1813,776.9785,647.4386,500.5273,413.921,341.2291,266.2963,186.9648,132.9533,80.1502,42.2629,18.9392,18.9532
0.0667,1617.7399,842.5844,716.1588,633.1662,527.9648,410.5929,338.9256,279.4938,218.0868,153.5943,109.1543,65.949,34.8178,15.7297,15.7702
0.0833,1185.9958,618.9957,522.7176,462.4761,386.0066,303.4135,249.5849,205.9183,160.6232,113.811,80.7732,49.0245,25.9454,11.8892,11.9543
0.1,712.0013,371.9498,309.3273,274.1149,229.131,184.5422,150.5758,124.3288,96.8708,69.6315,49.2549,30.2346,16.0944,7.6005,7.6858
0.1167,220.8837,114.1963,87.2004,77.9501,65.5006,59.9989,46.9509,38.86,30.0724,23.2607,16.1855,10.4917,5.7463,3.0776,3.1718
0.1333,-262.7477,-141.2799,-132.3168,-116.0119,-96.5524,-64.0663,-56.1221,-46.2301,-36.4496,-23.027,-16.8136,-9.24,-4.5997,-1.4793,-1.3822
0.15,-715.887,-382.1407,-338.4663,-298.2828,-249.0483,-181.6655,-153.6383,-126.8026,-99.4717,-67.0128,-48.1496,-28.0342,-14.4573,-5.8531,-5.7698
0.1667,-1118.2962,-597.1604,-521.5657,-460.3281,-384.7727,-287.3161,-241.0196,-199.0752,-156.0309,-106.6583,-76.3769,-45.0255,-23.375,-9.8424,-9.7908
0.1833,-1453.5399,-776.9577,-673.5155,-595.0212,-497.6481,-376.3187,-314.3544,-259.8149,-203.5839,-140.2034,-100.236,-59.469,-30.9657,-13.2863,-13.2791
0.2,-1709.1699,-914.1703,-788.1494,-696.8876,-583.0031,-444.9716,-370.5923,-306.4705,-240.1314,-166.25,-118.7377,-70.763,-36.9214,-16.0411,-16.0939
0.2167,-1877.1632,-1003.9431,-861.4398,-762.4005,-637.7674,-490.7313,-407.6608,-337.3044,-264.3061,-183.8169,-131.1846,-78.4923,-41.0249,-18.0036,-18.1259
0.2333,-1954.0253,-1043.9477,-891.6936,-790.021,-660.6043,-512.313,-424.553,-351.4695,-275.4265,-192.3906,-137.2257,-82.4245,-43.1536,-19.1116,-19.31
0.25,-1940.7898,-1034.5433,-879.4151,-780.196,-651.8591,-509.7214,-421.3408,-349.0064,-273.5084,-191.9418,-136.8353,-82.5354,-43.2874,-19.3477,-19.6254
0.2667,-1842.7157,-978.5162,-827.3438,-735.2481,-613.5083,-484.1891,-399.1153,-330.8086,-259.254,-182.9032,-130.3275,-78.9879,-41.5151,-18.7392,-19.0925
0.2833,-1668.8642,-880.9935,-740.0736,-659.2027,-548.9932,-438.0671,-359.9016,-298.5431,-233.9674,-166.1077,-118.3048,-72.1081,-38.0047,-17.3505,-17.7703
0.3,-1431.449,-748.8853,-623.8225,-557.4829,-462.9249,-374.6413,-306.5063,-254.5201,-199.4496,-142.7694,-101.6187,-62.402,-33.0078,-15.2859,-15.7548
0.3167,-1145.3388,-590.5821,-485.9826,-436.5447,-360.8093,-297.9204,-242.3163,-201.5474,-157.8956,-114.3709,-81.3299,-50.4728,-26.8312,-12.6718,-13.1733
0.3333,-827.0732,-415.2844,-334.6857,-303.5147,-248.6867,-212.4004,-171.1227,-142.7377,-111.7438,-82.5585,-58.6117,-37.0088,-19.8314,-9.6558,-10.1683
0.35,-493.7203,-232.6203,-178.3093,-165.7476,-132.7769,-122.7548,-96.8434,-81.3274,-63.5326,-49.0668,-34.7112,-22.7366,-12.3862,-6.3974,-6.9005
0.3667,-162.2498,-52.0496,-25.0311,-30.3724,-19.0976,-33.6226,-23.3339,-20.4948,-15.754,-15.6308,-10.8653,-8.392,-4.8856,-3.0665,-3.5286
0.3833,151.4808,117.8477,117.7813,96.0851,86.8333,50.6909,45.8333,36.8129,29.2793,16.1368,11.7741,5.3341,2.3247,0.1831,-0.2167
0.4,433.8605,269.4949,243.7658,208.0375,180.3375,126.402,107.5582,88.0289,69.5512,44.8004,32.1844,17.8166,8.9077,3.2069,2.892
0.4167,673.8069,396.9337,348.0177,301.0963,257.7155,190.4573,159.3435,131.0977,103.4389,69.1954,49.5321,28.556,14.5921,5.8743,5.6639
0.4333,863.3091,496.0332,427.1489,372.2731,316.4643,240.6088,199.4155,164.5463,129.7735,88.451,63.2,37.1518,19.1759,8.0899,7.9973
0.45,998.0924,564.3572,479.4188,420.0268,355.2839,275.5444,226.7698,187.5369,147.8832,102.0432,72.8169,43.3624,22.5131,9.7833,9.8163
0.4667,1076.8783,601.3396,504.8073,444.2284,374.0911,294.8549,241.1702,199.8551,157.6004,109.7845,78.2489,47.0698,24.55,10.9049,11.0744
0.4833,1101.5496,608.2021,504.6968,446.0511,373.8928,298.9974,243.1011,201.878,159.2069,111.8203,79.6058,48.3275,25.3069,11.4592,11.7563
0.5,1076.3211,587.5573,481.7053,427.7615,356.6526,289.2004,233.6843,194.5121,153.402,108.5763,77.1986,47.2844,24.8484,11.4664,11.8797
0.5167,1007.7467,543.1496,439.4345,392.4588,325.0508,267.3309,214.5751,179.078,141.2069,100.7368,71.5218,44.2144,23.3228,10.979,11.4837
